,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
110,1984,Friday,AIR FRANCE/KLM,AMSTERDAM,eur,    Hub,Gates 1-12,12/31/2018,115,Average,Neutral,Somewhat unsatisfied,Ms.Craig,it was horrible
111,2566,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,103,Clean,Very safe,Somewhat satsified,Dr.Tol,Terrible
112,2200,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,12/31/2018,180,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Jigs,It was substandard
113,340,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,240,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Stones,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
114,1252,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,12/31/2018,120,Somewhat clean,Somewhat safe,Very satisfied,Mr.Dan,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
115,1946,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,305,Clean,Very safe,Neutral,Ms.Bob,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
116,2627,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,75,Clean,Very safe,Very satisfied,Dr.Mos,"I don’t recall completing the survey with the answers that were provided. It’s possible that I might have misunderstood some of the questions or submitted it unintentionally. However, the responses shown don’t seem to align with my typical views or preferences. If there’s a way to review or correct my input, I would appreciate the opportunity to do so, as I want to ensure that the feedback accurately reflects my experience or opinion."
117,1563,Wednesday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,135,Somewhat clean,Somewhat safe,Neutral,Miss Volks,"The airport personnel continuously ignored my request for assistance, even after I approached them multiple times. I was trying to get some information about a delayed flight, but they seemed indifferent to my concerns. Despite politely asking for updates and clarification, they either directed me to someone else or simply avoided making eye contact. This lack of responsiveness was frustrating, and it left me feeling completely disregarded, especially in such a stressful situation. It was disappointing to see such poor customer service from the staff during a time when passengers needed support the most."
118,752,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,235,Somewhat clean,Somewhat safe,Neutral,Mr.Jones,"The chair I sat in was extremely uncomfortable, making the long wait at the airport even more unbearable. It lacked proper cushioning and support, causing discomfort after just a short period. Despite trying to shift positions to find some relief, the hard surface and poor design made it impossible to get comfortable. This added to the overall frustration of an already tiring day, as I had no choice but to sit there for hours, enduring the physical discomfort while waiting for my delayed flight. It was disappointing that the seating provided was of such low quality in a place where people spend significant amounts of time."
120,3135,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,12/31/2018,70,Somewhat clean,Very safe,Somewhat satsified,Mr.Bim,"I wish this airport were more like other airports that prioritize the comfort and convenience of their travelers. The facilities here seem outdated and lack many of the amenities I’ve come to expect when traveling. For example, other airports offer better seating, a wider range of food options, and more efficient customer service. The layout is also confusing, and finding basic services like restrooms or charging stations was more difficult than it should have been. Overall, it would greatly improve the experience if this airport could modernize and provide a more traveler-friendly environment like many others do."
121,1123,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,90,Somewhat clean,Very safe,Somewhat satsified,Ms.Craig,"I was really unsatisfied with the wait times because they were much longer than expected, causing unnecessary frustration. Despite arriving at the airport well ahead of schedule, the lines for check-in, security, and even boarding seemed to move at an incredibly slow pace. There were few updates or explanations provided, which made the situation even more stressful. It felt as though the airport was understaffed or poorly organized, leaving passengers to wait without any clear sense of when things would improve. The overall inefficiency of the process left me disappointed and made the travel experience far more stressful than it should have been."
122,2220,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Very safe,Very satisfied,Dr.Tol,"The flight was generally okay, but I didn’t particularly enjoy the seating arrangements. The seats were cramped, leaving very little legroom, which made the long flight uncomfortable. Additionally, the seat padding wasn’t great, and after a few hours, it became difficult to find a comfortable position. The lack of in-flight entertainment options also made the experience less enjoyable, as there were few distractions to pass the time. Although the staff were friendly and the flight itself was smooth, the overall comfort level left much to be desired, especially for such a long journey."
123,3065,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,12/31/2018,112,Average,Neutral,Neutral,Miss Jigs,"We were significantly slowed down by the security measures at the airport, which took far longer than expected. The line seemed to move at a snail’s pace, and the security staff, though thorough, didn’t seem to be working efficiently. Many passengers were confused about the process, which only added to the delays. The screening procedures felt overly strict, with many people being pulled aside for additional checks, even though they had followed the initial instructions carefully. This caused unnecessary stress and frustration, making it difficult for many of us to reach our gates on time. The entire experience was exhausting and could have been handled in a more organized and efficient manner."
124,3052,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,125,Clean,Somewhat safe,Somewhat satsified,Mr.Stones,"I felt very unsatisfied by how long the flight was, especially since it exceeded the expected duration by a significant margin. The extended hours in the air made the experience feel exhausting and tedious. As the minutes dragged on, the discomfort of the cramped seating and lack of adequate entertainment options became increasingly frustrating. I had hoped for a more pleasant journey, but the prolonged flight left me feeling restless and impatient. Furthermore, the limited snacks and beverage service did little to alleviate the discomfort. Overall, the long flight dampened my travel experience, making it far less enjoyable than I had anticipated."
125,2847,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,142,Average,Very safe,Somewhat satsified,Mr.Dan,"There was a spill on the aisle next to the bathroom, creating quite a mess and an unpleasant situation for passengers. The liquid spread across the floor, making it hazardous for anyone walking by. People were carefully navigating around it, trying to avoid slipping and falling. It was frustrating to see that no airport staff had come to clean it up promptly, which only added to the chaos. The unpleasant odor from the spill lingered in the air, making the atmosphere even less enjoyable for everyone nearby. Overall, the situation highlighted the need for better maintenance and cleanliness in the airport."
127,884,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,85,Clean,Very safe,Very satisfied,Ms.Bob,It was terrible
128,2054,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,150,Clean,Very safe,Very satisfied,Dr.Mos,I did not like the flight
129,1571,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,12/31/2018,155,Somewhat clean,Very safe,Neutral,Miss Volks,I hate this
130,747,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,120,Somewhat clean,Very safe,Very satisfied,Mr.Jones,Not a fan
132,1799,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,    Medium,Gates 50-59,12/31/2018,265,Somewhat clean,Neutral,Somewhat satsified,Mr.Bim,Bad
134,2281,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,12/31/2018,225,Average,Neutral,Somewhat unsatisfied,Ms.Craig,Horrible
135,2711,Friday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,12/31/2018,122,Somewhat clean,Somewhat safe,Somewhat satsified,Dr.Tol,Very poor
136,917,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,90,Somewhat clean,Somewhat safe,Neutral,Miss Jigs,Unacceptable flight
137,2091,Thursday,AMERICAN,PHILADELPHIA,East US,Large,Gates 50-59,12/31/2018,97,Somewhat clean,Somewhat safe,Somewhat satsified,Mr.Stones,It was awful
139,265,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,12/31/2018,415,Average,Neutral,Neutral,Mr.Dan,My fllight was really unpleasant
140,2387,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,135,Somewhat clean,Neutral,Neutral,Ms.Bob,I am not a fan
141,3254,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,150,Somewhat clean,Very safe,Somewhat satsified,Dr.Mos,I had a bad flight
142,772,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,12/31/2018,90,Somewhat clean,Very safe,Very satisfied,Miss Volks,It was very bad
143,465,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,131,Average,Somewhat safe,Somewhat satsified,Mr.Jones,it was horrible
144,374,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,12/31/2018,105,Somewhat clean,Neutral,Somewhat satsified,Mr.Bim,Terrible
145,367,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,12/31/2018,135,Somewhat clean,Very safe,Somewhat satsified,Ms.Craig,It was substandard
146,2113,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,514,Average,Somewhat safe,Somewhat satsified,Dr.Tol,"The airport personnel failed to notify us about the delay, which caused significant confusion and inconvenience. We were left uninformed, missing crucial updates regarding our flight status, which led to unnecessary waiting and frustration among all the passengers. The lack of communication was disappointing"
148,1970,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,185,Clean,Very safe,Somewhat satsified,Miss Jigs,"The food at the airport was incredibly expensive, far more than what I had anticipated. Every option, whether it was a snack or a meal, seemed overpriced. It felt like they were taking advantage of travelers, leaving us with no affordable dining alternatives while waiting for our flights"
149,1012,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,185,Clean,Very safe,Somewhat satsified,Mr.Stones,"One of the other travelers was extremely loud and disruptive throughout the entire waiting period at the airport. They were talking on their phone at a high volume, seemingly unaware of how uncomfortable they were making everyone around them. Despite multiple people giving them looks, they continued without any consideration for the rest of the passengers. It made an already stressful situation much worse for those nearby."
